OCD,Geographic code,Geographic name,Province or territory,Population,Scraper?,Shapefile?,Contact,Highrise URL,Request notes,Received via,Last boundary,Next boundary,Permission to distribute,Type of license,License URL,Denial notes
ocd-division/country:ca/csd:4808002,4808002,Elnora,AB,313,,,,,,,,,,,,
ocd-division/country:ca/csd:4808004,4808004,Delburne,AB,830,,,,,,,,,,,,
ocd-division/country:ca/csd:4808005,4808005,Jarvis Bay,AB,203,,,,,,,,,,,,
ocd-division/country:ca/csd:4808006,4808006,Bowden,AB,1241,,,,,,,,,,,,
ocd-division/country:ca/csd:4808008,4808008,Innisfail,AB,7876,,,,,,,,,,,,
ocd-division/country:ca/csd:4808009,4808009,Penhold,AB,2375,,,,,,,,,,,,
ocd-division/country:ca/csd:4808011,4808011,Red Deer,AB,90564,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ocd-division/country:ca/csd:4808012,4808012,Sylvan Lake,AB,12327,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ocd-division/country:ca/csd:4808013,4808013,Norglenwold,AB,232,,,,,,,,,,,,
ocd-division/country:ca/csd:4808022,4808022,Lacombe County,AB,10312,,Request,,,,,,,,,,
ocd-division/country:ca/csd:4808023,4808023,Birchcliff,AB,112,,,,,,,,,,,,
ocd-division/country:ca/csd:4808024,4808024,Eckville,AB,1125,,,,,,,,,,,,
ocd-division/country:ca/csd:4808025,4808025,Half Moon Bay,AB,38,,,,,,,,,,,,
ocd-division/country:ca/csd:4808026,4808026,Bentley,AB,1073,,,,,,,,,,,,
ocd-division/country:ca/csd:4808027,4808027,Sunbreaker Cove,AB,69,,,,,,,,,,,,
ocd-division/country:ca/csd:4808028,4808028,Gull Lake,AB,122,,,,,,,,,,,,
ocd-division/country:ca/csd:4808029,4808029,Blackfalds,AB,6300,,,,,,,,,,,,
ocd-division/country:ca/csd:4808031,4808031,Lacombe,AB,11707,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ocd-division/country:ca/csd:4808032,4808032,Clive,AB,675,,,,,,,,,,,,
ocd-division/country:ca/csd:4808034,4808034,Alix,AB,830,,,,,,,,,,,,
ocd-division/country:ca/csd:4808038,4808038,Ponoka County,AB,8856,,,,,,,,,,,,
ocd-division/country:ca/csd:4808039,4808039,Ponoka,AB,6773,,,,,,,,,,,,
ocd-division/country:ca/csd:4808042,4808042,Parkland Beach,AB,124,,,,,,,,,,,,
ocd-division/country:ca/csd:4808044,4808044,Rimbey,AB,2378,,,,,,,,,,,,
ocd-division/country:ca/csd:4808811,4808811,Samson 137,AB,3746,,,,,,,,,,,,
ocd-division/country:ca/csd:4808812,4808812,Samson 137A,AB,38,,,,,,,,,,,,
ocd-division/country:ca/csd:4808813,4808813,Montana 139,AB,653,,,,,,,,,,,,
ocd-division/country:ca/csd:4809002,4809002,Clearwater County,AB,12278,,Request,,,,,,,,,,
ocd-division/country:ca/csd:4809005,4809005,Burnstick Lake,AB,16,,,,,,,,,,,,
ocd-division/country:ca/csd:4809010,4809010,Caroline,AB,501,,,,,,,,,,,,
ocd-division/country:ca/csd:4809015,4809015,Rocky Mountain House,AB,6933,,,,,,,,,,,,
ocd-division/country:ca/csd:4809806,4809806,O'Chiese 203,AB,751,,,,,,,,,,,,
ocd-division/country:ca/csd:4809809,4809809,Sunchild 202,AB,677,,,,,,,,,,,,
ocd-division/country:ca/csd:4809810,4809810,Big Horn 144A,AB,134,,,,,,,,,,,,
ocd-division/country:ca/csd:4810001,4810001,Camrose County,AB,7721,,,,,,,,,,,,
ocd-division/country:ca/csd:4810002,4810002,Bashaw,AB,873,,,,,,,,,,,,
ocd-division/country:ca/csd:4810003,4810003,Rosalind,AB,190,,,,,,,,,,,,
ocd-division/country:ca/csd:4810004,4810004,Ferintosh,AB,181,,,,,,,,,,,,
ocd-division/country:ca/csd:4810006,4810006,Edberg,AB,168,,,,,,,,,,,,
ocd-division/country:ca/csd:4810008,4810008,New Norway,AB,283,,,,,,,,,,,,
ocd-division/country:ca/csd:4810009,4810009,Bawlf,AB,403,,,,,,,,,,,,
ocd-division/country:ca/csd:4810011,4810011,Camrose,AB,17286,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ocd-division/country:ca/csd:4810012,4810012,Bittern Lake,AB,224,,,,,,,,,,,,
ocd-division/country:ca/csd:4810014,4810014,Hay Lakes,AB,425,,,,,,,,,,,,
ocd-division/country:ca/csd:4810016,4810016,Beaver County,AB,5689,,,,,,,,,,,,
ocd-division/country:ca/csd:4810018,4810018,Tofield,AB,2182,,,,,,,,,,,,
ocd-division/country:ca/csd:4810019,4810019,Ryley,AB,497,,,,,,,,,,,,
ocd-division/country:ca/csd:4810021,4810021,Holden,AB,381,,,,,,,,,,,,
ocd-division/country:ca/csd:4810022,4810022,Viking,AB,1041,,,,,,,,,,,,
ocd-division/country:ca/csd:4810026,4810026,Minburn County No. 27,AB,3278,,,,,,,,,,,,
ocd-division/country:ca/csd:4810028,4810028,Vegreville,AB,5717,,,,,,,,,,,,
ocd-division/country:ca/csd:4810031,4810031,Innisfree,AB,220,,,,,,,,,,,,
ocd-division/country:ca/csd:4810032,4810032,Minburn,AB,105,,,,,,,,,,,,
ocd-division/country:ca/csd:4810034,4810034,Mannville,AB,803,,,,,,,,,,,,
ocd-division/country:ca/csd:4810036,4810036,Vermilion River County,AB,7905,,,,,,,,,,,,
ocd-division/country:ca/csd:4810038,4810038,Paradise Valley,AB,174,,,,,,,,,,,,
ocd-division/country:ca/csd:4810039,4810039,Lloydminster (Part),AB,18032,,,,,,,,,,,,
ocd-division/country:ca/csd:4810041,4810041,Kitscoty,AB,846,,,,,,,,,,,,
ocd-division/country:ca/csd:4810042,4810042,Vermilion,AB,3930,,,,,,,,,,,,
ocd-division/country:ca/csd:4810044,4810044,Marwayne,AB,612,,,,,,,,,,,,
ocd-division/country:ca/csd:4810046,4810046,Dewberry,AB,201,,,,,,,,,,,,
ocd-division/country:ca/csd:4810048,4810048,Two Hills County No. 21,AB,3160,,,,,,,,,,,,
ocd-division/country:ca/csd:4810051,4810051,Myrnam,AB,370,,,,,,,,,,,,
ocd-division/country:ca/csd:4810052,4810052,Two Hills,AB,1379,,,,,,,,,,,,
ocd-division/country:ca/csd:4810056,4810056,Willingdon,AB,275,,,,,,,,,,,,
ocd-division/country:ca/csd:4810058,4810058,Lamont County,AB,3872,,,,,,,,,,,,
ocd-division/country:ca/csd:4810059,4810059,Andrew,AB,379,,,,,,,,,,,,
ocd-division/country:ca/csd:4810061,4810061,Mundare,AB,855,,,,,,,,,,,,
ocd-division/country:ca/csd:4810062,4810062,Chipman,AB,284,,,,,,,,,,,,
ocd-division/country:ca/csd:4810064,4810064,Lamont,AB,1753,,,,,,,,,,,,
ocd-division/country:ca/csd:4810066,4810066,Bruderheim,AB,1155,,,,,,,,,,,,
ocd-division/country:ca/csd:4810068,4810068,Improvement District No. 13 Elk Island,AB,10,,,,,,,,,,,,
ocd-division/country:ca/csd:4810805,4810805,Makaoo (Part) 120,AB,180,,,,,,,,,,,,
ocd-division/country:ca/csd:4811001,4811001,Wetaskiwin County No. 10,AB,10866,,Request,,,,,,,,,,
ocd-division/country:ca/csd:4811002,4811002,Wetaskiwin,AB,12525,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ocd-division/country:ca/csd:4811003,4811003,Argentia Beach,AB,15,,,,,,,,,,,,
ocd-division/country:ca/csd:4811004,4811004,Grandview,AB,108,,,,,,,,,,,,
ocd-division/country:ca/csd:4811005,4811005,Poplar Bay,AB,80,,,,,,,,,,,,
ocd-division/country:ca/csd:4811006,4811006,Crystal Springs,AB,90,,,,,,,,,,,,
ocd-division/country:ca/csd:4811007,4811007,Norris Beach,AB,46,,,,,,,,,,,,
ocd-division/country:ca/csd:4811008,4811008,Ma-Me-O Beach,AB,113,,,,,,,,,,,,
ocd-division/country:ca/csd:4811009,4811009,Silver Beach,AB,52,,,,,,,,,,,,
ocd-division/country:ca/csd:4811011,4811011,Millet,AB,2092,,,,,,,,,,,,
ocd-division/country:ca/csd:4811012,4811012,Leduc County,AB,13541,,Request,,,,,,,,,,
ocd-division/country:ca/csd:4811013,4811013,Beaumont,AB,13284,,,,,,,,,,,,
ocd-division/country:ca/csd:4811016,4811016,Leduc,AB,24279,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ocd-division/country:ca/csd:4811018,4811018,Devon,AB,6510,,,,,,,,,,,,
ocd-division/country:ca/csd:4811019,4811019,Calmar,AB,1970,,,,,,,,,,,,
ocd-division/country:ca/csd:4811020,4811020,Sundance Beach,AB,82,,,,,,,,,,,,
ocd-division/country:ca/csd:4811021,4811021,Thorsby,AB,797,,,,,,,,,,,,
ocd-division/country:ca/csd:4811022,4811022,Itaska Beach,AB,20,,,,,,,,,,,,
ocd-division/country:ca/csd:4811023,4811023,Golden Days,AB,141,,,,,,,,,,,,
ocd-division/country:ca/csd:4811024,4811024,Warburg,AB,789,,,,,,,,,,,,
ocd-division/country:ca/csd:4811026,4811026,Breton,AB,496,,,,,,,,,,,,
ocd-division/country:ca/csd:4811031,4811031,Drayton Valley,AB,7049,,,,,,,,,,,,
ocd-division/country:ca/csd:4811032,4811032,Brazeau County,AB,7201,,,,,,,,,,,,
ocd-division/country:ca/csd:4811034,4811034,Parkland County,AB,30568,,Request,,,,,,,,,,
ocd-division/country:ca/csd:4811038,4811038,Seba Beach,AB,143,,,,,,,,,,,,
ocd-division/country:ca/csd:4811039,4811039,Betula Beach,AB,10,,,,,,,,,,,,
ocd-division/country:ca/csd:4811041,4811041,Point Alison,AB,15,,,,,,,,,,,,
ocd-division/country:ca/csd:4811042,4811042,Lakeview,AB,26,,,,,,,,,,,,
ocd-division/country:ca/csd:4811044,4811044,Kapasiwin,AB,10,,,,,,,,,,,,
ocd-division/country:ca/csd:4811045,4811045,Wabamun,AB,661,,,,,,,,,,,,
ocd-division/country:ca/csd:4811046,4811046,Spring Lake,AB,533,,,,,,,,,,,,
ocd-division/country:ca/csd:4811048,4811048,Stony Plain,AB,15051,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ocd-division/country:ca/csd:4811049,4811049,Spruce Grove,AB,26171,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ocd-division/country:ca/csd:4811052,4811052,Strathcona County,AB,92490,https://scraperwiki.com/scrapers/strathconacountycouncil/,Y,N/A,,,online,10/16/2013,,Y,Open,http://www.strathcona.ca/local-government/strathcona-county-elections/election-2013-open-data/#licence,
ocd-division/country:ca/csd:4811056,4811056,Fort Saskatchewan,AB,19051,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ocd-division/country:ca/csd:4811059,4811059,Sturgeon County,AB,19578,,Request,,,,,,,,,,
ocd-division/country:ca/csd:4811061,4811061,Edmonton,AB,812201,https://scraperwiki.com/scrapers/edmonton_city_councillors/,Y,N/A,,,online,2/4/2014,,Y,Open,http://www.edmonton.ca/city_government/initiatives_innovation/open-data-terms-of-use.aspx,
ocd-division/country:ca/csd:4811062,4811062,St. Albert,AB,61466,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ocd-division/country:ca/csd:4811064,4811064,Gibbons,AB,3030,,,,,,,,,,,,
ocd-division/country:ca/csd:4811065,4811065,Redwater,AB,1915,,,,,,,,,,,,
ocd-division/country:ca/csd:4811066,4811066,Bon Accord,AB,1488,,,,,,,,,,,,
ocd-division/country:ca/csd:4811068,4811068,Morinville,AB,8569,,,,,,,,,,,,
ocd-division/country:ca/csd:4811069,4811069,Legal,AB,1225,,,,,,,,,,,,
ocd-division/country:ca/csd:4811801,4811801,Ermineskin 138,AB,1874,,,,,,,,,,,,
ocd-division/country:ca/csd:4811802,4811802,Pigeon Lake 138A,AB,485,,,,,,,,,,,,
ocd-division/country:ca/csd:4811803,4811803,Louis Bull 138B,AB,1309,,,,,,,,,,,,
ocd-division/country:ca/csd:4811804,4811804,Stony Plain 135,AB,987,,,,,,,,,,,,
ocd-division/country:ca/csd:4811805,4811805,Alexander 134,AB,1027,,,,,,,,,,,,
ocd-division/country:ca/csd:4811806,4811806,Wabamun 133A,AB,1069,,,,,,,,,,,,
ocd-division/country:ca/csd:4811807,4811807,Wabamun 133B,AB,17,,,,,,,,,,,,
ocd-division/country:ca/csd:4812002,4812002,Cold Lake,AB,13839,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ocd-division/country:ca/csd:4812004,4812004,Bonnyville No. 87,AB,11191,,Request,,,,,,,,,,
ocd-division/country:ca/csd:4812009,4812009,Bonnyville,AB,6216,,,,,,,,,,,,
ocd-division/country:ca/csd:4812011,4812011,Bonnyville Beach,AB,95,,,,,,,,,,,,
ocd-division/country:ca/csd:4812012,4812012,Glendon,AB,486,,,,,,,,,,,,
ocd-division/country:ca/csd:4812013,4812013,Pelican Narrows,AB,162,,,,,,,,,,,,
ocd-division/country:ca/csd:4812014,4812014,St. Paul County No. 19,AB,5831,,,,,,,,,,,,
ocd-division/country:ca/csd:4812016,4812016,Elk Point,AB,1412,,,,,,,,,,,,
ocd-division/country:ca/csd:4812018,4812018,St. Paul,AB,5400,,,,,,,,,,,,
ocd-division/country:ca/csd:4812020,4812020,Horseshoe Bay,AB,37,,,,,,,,,,,,
ocd-division/country:ca/csd:4812022,4812022,Smoky Lake County,AB,3910,,,,,,,,,,,,
ocd-division/country:ca/csd:4812024,4812024,Vilna,AB,249,,,,,,,,,,,,
ocd-division/country:ca/csd:4812026,4812026,Waskatenau,AB,255,,,,,,,,,,,,
ocd-division/country:ca/csd:4812029,4812029,Smoky Lake,AB,1022,,,,,,,,,,,,
ocd-division/country:ca/csd:4812037,4812037,Lac la Biche County,AB,8402,,,,,,,,,,,,
ocd-division/country:ca/csd:4812802,4812802,Unipouheos 121,AB,813,,,,,,,,,,,,
ocd-division/country:ca/csd:4812804,4812804,Puskiakiwenin 122,AB,484,,,,,,,,,,,,
ocd-division/country:ca/csd:4812806,4812806,Saddle Lake 125,AB,,,,,,,,,,,,,
ocd-division/country:ca/csd:4812808,4812808,White Fish Lake 128,AB,1188,,,,,,,,,,,,
ocd-division/country:ca/csd:4812810,4812810,Cold Lake 149,AB,594,,,,,,,,,,,,
ocd-division/country:ca/csd:4812811,4812811,Kehewin 123,AB,1065,,,,,,,,,,,,
ocd-division/country:ca/csd:4812813,4812813,Cold Lake 149A,AB,45,,,,,,,,,,,,
ocd-division/country:ca/csd:4812815,4812815,Cold Lake 149B,AB,149,,,,,,,,,,,,
ocd-division/country:ca/csd:4812828,4812828,Beaver Lake 131,AB,423,,,,,,,,,,,,
ocd-division/country:ca/csd:4812840,4812840,Heart Lake 167,AB,159,,,,,,,,,,,,
ocd-division/country:ca/csd:4813001,4813001,Lac Ste. Anne County,AB,10260,,,,,,,,,,,,
ocd-division/country:ca/csd:4813002,4813002,Mayerthorpe,AB,1398,,,,,,,,,,,,
ocd-division/country:ca/csd:4813003,4813003,Nakamun Park,AB,36,,,,,,,,,,,,
ocd-division/country:ca/csd:4813005,4813005,Val Quentin,AB,157,,,,,,,,,,,,
ocd-division/country:ca/csd:4813006,4813006,West Cove,AB,121,,,,,,,,,,,,
ocd-division/country:ca/csd:4813007,4813007,Yellowstone,AB,124,,,,,,,,,,,,
ocd-division/country:ca/csd:4813008,4813008,Ross Haven,AB,137,,,,,,,,,,,,
ocd-division/country:ca/csd:4813009,4813009,Castle Island,AB,19,,,,,,,,,,,,
ocd-division/country:ca/csd:4813010,4813010,Silver Sands,AB,85,,,,,,,,,,,,
ocd-division/country:ca/csd:4813011,4813011,Sunset Point,AB,221,,,,,,,,,,,,
ocd-division/country:ca/csd:4813012,4813012,Alberta Beach,AB,865,,,,,,,,,,,,
ocd-division/country:ca/csd:4813013,4813013,Birch Cove,AB,45,,,,,,,,,,,,
ocd-division/country:ca/csd:4813014,4813014,Onoway,AB,1039,,,,,,,,,,,,
ocd-division/country:ca/csd:4813015,4813015,South View,AB,35,,,,,,,,,,,,
ocd-division/country:ca/csd:4813016,4813016,Sandy Beach,AB,223,,,,,,,,,,,,
ocd-division/country:ca/csd:4813017,4813017,Sunrise Beach,AB,149,,,,,,,,,,,,
ocd-division/country:ca/csd:4813018,4813018,Barrhead County No. 11,AB,6096,,,,,,,,,,,,
ocd-division/country:ca/csd:4813019,4813019,Barrhead,AB,4432,,,,,,,,,,,,
ocd-division/country:ca/csd:4813028,4813028,Westlock County,AB,7644,,,,,,,,,,,,
ocd-division/country:ca/csd:4813029,4813029,Woodlands County,AB,4306,,,,,,,,,,,,
ocd-division/country:ca/csd:4813030,4813030,Whitecourt,AB,9605,,,,,,,,,,,,
ocd-division/country:ca/csd:4813031,4813031,Westlock,AB,4823,,,,,,,,,,,,
ocd-division/country:ca/csd:4813032,4813032,Clyde,AB,503,,,,,,,,,,,,
ocd-division/country:ca/csd:4813033,4813033,Larkspur,AB,38,,,,,,,,,,,,
ocd-division/country:ca/csd:4813036,4813036,Thorhild County No. 7,AB,3417,,,,,,,,,,,,
ocd-division/country:ca/csd:4813044,4813044,Athabasca County,AB,7662,,,,,,,,,,,,
ocd-division/country:ca/csd:4813045,4813045,Mewatha Beach,AB,79,,,,,,,,,,,,
ocd-division/country:ca/csd:4813046,4813046,Boyle,AB,916,,,,,,,,,,,,
ocd-division/country:ca/csd:4813047,4813047,Sunset Beach,AB,44,,,,,,,,,,,,
ocd-division/country:ca/csd:4813048,4813048,Athabasca,AB,2990,,,,,,,,,,,,
ocd-division/country:ca/csd:4813049,4813049,Island Lake,AB,243,,,,,,,,,,,,
ocd-division/country:ca/csd:4813051,4813051,Island Lake South,AB,72,,,,,,,,,,,,
ocd-division/country:ca/csd:4813053,4813053,Bondiss,AB,106,,,,,,,,,,,,
ocd-division/country:ca/csd:4813055,4813055,South Baptiste,AB,52,,,,,,,,,,,,
ocd-division/country:ca/csd:4813057,4813057,West Baptiste,AB,52,,,,,,,,,,,,
ocd-division/country:ca/csd:4813061,4813061,Whispering Hills,AB,108,,,,,,,,,,,,
ocd-division/country:ca/csd:4813811,4813811,Alexis 133,AB,817,,,,,,,,,,,,
ocd-division/country:ca/csd:4814003,4814003,Yellowhead County,AB,10469,,Request,,,,,,,,,,
ocd-division/country:ca/csd:4814019,4814019,Hinton,AB,9640,,,,,,,,,,,,
ocd-division/country:ca/csd:4814024,4814024,Edson,AB,8475,,,,,,,,,,,,
ocd-division/country:ca/csd:4814028,4814028,Improvement District No. 25 Willmore Wilderness,AB,0,,,,,,,,,,,,
ocd-division/country:ca/csd:4815007,4815007,Crowsnest Pass,AB,5565,,,,,,,,,,,,
ocd-division/country:ca/csd:4815013,4815013,Kananaskis,AB,249,,,,,,,,,,,,
ocd-division/country:ca/csd:4815015,4815015,Bighorn No. 8,AB,1341,,,,,,,,,,,,
ocd-division/country:ca/csd:4815023,4815023,Canmore,AB,12288,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ocd-division/country:ca/csd:4815027,4815027,Ghost Lake,AB,81,,,,,,,,,,,,
ocd-division/country:ca/csd:4815030,4815030,Waiparous,AB,42,,,,,,,,,,,,
ocd-division/country:ca/csd:4815032,4815032,Improvement District No.  9 Banff,AB,1175,,,,,,,,,,,,
ocd-division/country:ca/csd:4815033,4815033,Jasper,AB,4051,,,,,,,,,,,,
ocd-division/country:ca/csd:4815035,4815035,Banff,AB,7584,,,,,,,,,,,,
ocd-division/country:ca/csd:4815037,4815037,Improvement District No. 12 Jasper Park,AB,34,,,,,,,,,,,,
ocd-division/country:ca/csd:4815045,4815045,Ranchland No. 66,AB,79,,,,,,,,,,,,
ocd-division/country:ca/csd:4815802,4815802,"Stoney 142, 143, 144",AB,3494,,,,,,,,,,,,
ocd-division/country:ca/csd:4816037,4816037,Wood Buffalo,AB,65565,,Y,Shelley Turner <shelley.turner@woodbuffalo.ab.ca>,https://opennorthinc.highrisehq.com/emails/177410496-ward-boundaries-in-digital-format,,email,9/25/2012,,N,Custom,,Need to ask
ocd-division/country:ca/csd:4816051,4816051,Improvement District No. 24 Wood Buffalo,AB,590,,,,,,,,,,,,
ocd-division/country:ca/csd:4816817,4816817,Janvier 194,AB,295,,,,,,,,,,,,
ocd-division/country:ca/csd:4816821,4816821,Gregoire Lake 176,AB,274,,,,,,,,,,,,
ocd-division/country:ca/csd:4816822,4816822,Gregoire Lake 176A,AB,0,,,,,,,,,,,,
ocd-division/country:ca/csd:4816831,4816831,Chipewyan 201A,AB,5,,,,,,,,,,,,
ocd-division/country:ca/csd:4816849,4816849,Old Fort 217,AB,0,,,,,,,,,,,,
ocd-division/country:ca/csd:4816850,4816850,Allison Bay 219,AB,84,,,,,,,,,,,,
ocd-division/country:ca/csd:4816852,4816852,Dog Head 218,AB,111,,,,,,,,,,,,
ocd-division/country:ca/csd:4816855,4816855,Charles Lake 225,AB,0,,,,,,,,,,,,
ocd-division/country:ca/csd:4816856,4816856,Fort McKay 174,AB,0,,,,,,,,,,,,
ocd-division/country:ca/csd:4816857,4816857,Namur River 174A,AB,0,,,,,,,,,,,,
ocd-division/country:ca/csd:4816858,4816858,Namur Lake 174B,AB,0,,,,,,,,,,,,
ocd-division/country:ca/csd:4816859,4816859,Fort Mackay,AB,562,,,,,,,,,,,,
ocd-division/country:ca/csd:4816860,4816860,Thebathi 196,AB,30,,,,,,,,,,,,
ocd-division/country:ca/csd:4816861,4816861,Thabacha Náre 196A,AB,0,,,,,,,,,,,,
ocd-division/country:ca/csd:4817021,4817021,High Prairie,AB,2600,,,,,,,,,,,,
ocd-division/country:ca/csd:4817024,4817024,Swan Hills,AB,1465,,,,,,,,,,,,
ocd-division/country:ca/csd:4817026,4817026,Northern Sunrise County,AB,1791,,,,,,,,,,,,
ocd-division/country:ca/csd:4817027,4817027,Big Lakes,AB,5912,,,,,,,,,,,,
ocd-division/country:ca/csd:4817029,4817029,Slave Lake,AB,6782,,,,,,,,,,,,
ocd-division/country:ca/csd:4817031,4817031,Opportunity No. 17,AB,3074,,,,,,,,,,,,
ocd-division/country:ca/csd:4817033,4817033,Lesser Slave River No.124,AB,2929,,,,,,,,,,,,
ocd-division/country:ca/csd:4817039,4817039,Nampa,AB,362,,,,,,,,,,,,
ocd-division/country:ca/csd:4817062,4817062,Clear Hills,AB,2801,,,,,,,,,,,,
ocd-division/country:ca/csd:4817064,4817064,Hines Creek,AB,380,,,,,,,,,,,,
ocd-division/country:ca/csd:4817076,4817076,Northern Lights County,AB,4117,,,,,,,,,,,,
ocd-division/country:ca/csd:4817078,4817078,Manning,AB,1164,,,,,,,,,,,,
ocd-division/country:ca/csd:4817093,4817093,High Level,AB,3641,,,,,,,,,,,,
ocd-division/country:ca/csd:4817095,4817095,Mackenzie County,AB,10927,,Request,,,,,,,,,,
ocd-division/country:ca/csd:4817097,4817097,Rainbow Lake,AB,870,,,,,,,,,,,,
ocd-division/country:ca/csd:4817817,4817817,Jean Baptiste Gambler 183,AB,254,,,,,,,,,,,,
ocd-division/country:ca/csd:4817818,4817818,Wabasca 166,AB,152,,,,,,,,,,,,
ocd-division/country:ca/csd:4817819,4817819,Wabasca 166A,AB,738,,,,,,,,,,,,
ocd-division/country:ca/csd:4817821,4817821,Wabasca 166B,AB,250,,,,,,,,,,,,
ocd-division/country:ca/csd:4817822,4817822,Wabasca 166C,AB,182,,,,,,,,,,,,
ocd-division/country:ca/csd:4817823,4817823,Wabasca 166D,AB,885,,,,,,,,,,,,
ocd-division/country:ca/csd:4817824,4817824,Utikoomak Lake 155,AB,644,,,,,,,,,,,,
ocd-division/country:ca/csd:4817825,4817825,Clear Hills 152C,AB,0,,,,,,,,,,,,
ocd-division/country:ca/csd:4817827,4817827,Utikoomak Lake 155A,AB,121,,,,,,,,,,,,
ocd-division/country:ca/csd:4817828,4817828,Drift Pile River 150,AB,800,,,,,,,,,,,,
ocd-division/country:ca/csd:4817829,4817829,Sucker Creek 150A,AB,677,,,,,,,,,,,,
ocd-division/country:ca/csd:4817830,4817830,Kapawe'no First Nation (Pakashan 150D),AB,5,,,,,,,,,,,,
ocd-division/country:ca/csd:4817831,4817831,Swan River 150E,AB,312,,,,,,,,,,,,
ocd-division/country:ca/csd:4817832,4817832,Sawridge 150G,AB,48,,,,,,,,,,,,
ocd-division/country:ca/csd:4817833,4817833,Sawridge 150H,AB,20,,,,,,,,,,,,
ocd-division/country:ca/csd:4817835,4817835,Fox Lake 162,AB,1875,,,,,,,,,,,,
ocd-division/country:ca/csd:4817836,4817836,Kapawe'no First Nation (Freeman 150B),AB,115,,,,,,,,,,,,
ocd-division/country:ca/csd:4817837,4817837,John d'Or Prairie 215,AB,1123,,,,,,,,,,,,
ocd-division/country:ca/csd:4817838,4817838,Tall Cree 173,AB,202,,,,,,,,,,,,
ocd-division/country:ca/csd:4817840,4817840,Tall Cree 173A,AB,163,,,,,,,,,,,,
ocd-division/country:ca/csd:4817841,4817841,Beaver Ranch 163,AB,16,,,,,,,,,,,,
ocd-division/country:ca/csd:4817842,4817842,Boyer 164,AB,213,,,,,,,,,,,,
ocd-division/country:ca/csd:4817843,4817843,Child Lake 164A,AB,188,,,,,,,,,,,,
ocd-division/country:ca/csd:4817845,4817845,Hay Lake 209,AB,949,,,,,,,,,,,,
ocd-division/country:ca/csd:4817848,4817848,Bushe River 207,AB,492,,,,,,,,,,,,
ocd-division/country:ca/csd:4817849,4817849,Upper Hay River 212,AB,292,,,,,,,,,,,,
ocd-division/country:ca/csd:4817852,4817852,Kapawe'no First Nation (Halcro 150C),AB,0,,,,,,,,,,,,
ocd-division/country:ca/csd:4817853,4817853,Little Buffalo,AB,387,,,,,,,,,,,,
ocd-division/country:ca/csd:4817854,4817854,Carcajou 187,AB,0,,,,,,,,,,,,
ocd-division/country:ca/csd:4817855,4817855,Desmarais,AB,129,,,,,,,,,,,,
ocd-division/country:ca/csd:4817856,4817856,Woodland Cree 226,AB,706,,,,,,,,,,,,
ocd-division/country:ca/csd:4817857,4817857,Woodland Cree 228,AB,143,,,,,,,,,,,,
ocd-division/country:ca/csd:4817858,4817858,Kapawe'no First Nation (Grouard 230),AB,0,,,,,,,,,,,,
ocd-division/country:ca/csd:4817859,4817859,Fort Vermilion 173B,AB,97,,,,,,,,,,,,
ocd-division/country:ca/csd:4817860,4817860,Loon Lake 235,AB,511,,,,,,,,,,,,
ocd-division/country:ca/csd:4818002,4818002,Fox Creek,AB,1969,,,,,,,,,,,,
ocd-division/country:ca/csd:4818005,4818005,Grande Cache,AB,4319,,,,,,,,,,,,
ocd-division/country:ca/csd:4818015,4818015,Greenview No. 16,AB,5299,,,,,,,,,,,,
ocd-division/country:ca/csd:4818018,4818018,Valleyview,AB,1761,,,,,,,,,,,,
ocd-division/country:ca/csd:4818816,4818816,Sturgeon Lake 154,AB,1162,,,,,,,,,,,,
ocd-division/country:ca/csd:4818818,4818818,Sturgeon Lake 154A,AB,24,,,,,,,,,,,,
ocd-division/country:ca/csd:4819006,4819006,Grande Prairie County No. 1,AB,20347,http://scrapers.herokuapp.com/represent/ca_ab_grande_prairie_county_no_1/,Y,N/A,,,online,6/18/2012,,Y,Open,http://www.countygp.ab.ca/EN/main/community/maps-gis/open-data/open-data-licence.html,
ocd-division/country:ca/csd:4819008,4819008,Hythe,AB,820,,,,,,,,,,,,
ocd-division/country:ca/csd:4819009,4819009,Beaverlodge,AB,2365,,,,,,,,,,,,
ocd-division/country:ca/csd:4819011,4819011,Wembley,AB,1383,,,,,,,,,,,,
